,millis,ssm,system:index,date
237,1489406400000,128.48430076475657,NASA_USDA_SMAP_SM20170313_20170315,2017-03-13 12:00:00
238,1489665600000,112.63196887401024,NASA_USDA_SMAP_SM20170316_20170318,2017-03-16 12:00:00
239,1489924800000,97.52767311339296,NASA_USDA_SMAP_SM20170319_20170321,2017-03-19 12:00:00
240,1490184000000,120.40714268206845,NASA_USDA_SMAP_SM20170322_20170324,2017-03-22 12:00:00
241,1490443200000,101.43751890246959,NASA_USDA_SMAP_SM20170325_20170327,2017-03-25 12:00:00
242,1490702400000,95.14661984024492,NASA_USDA_SMAP_SM20170328_20170330,2017-03-28 12:00:00
243,1490961600000,81.94806258151411,NASA_USDA_SMAP_SM20170331_20170402,2017-03-31 12:00:00
244,1491220800000,77.6262890367368,NASA_USDA_SMAP_SM20170403_20170405,2017-04-03 12:00:00
245,1491480000000,63.951166197870485,NASA_USDA_SMAP_SM20170406_20170408,2017-04-06 12:00:00
246,1491739200000,55.378170809104546,NASA_USDA_SMAP_SM20170409_20170411,2017-04-09 12:00:00
247,1491998400000,48.02584876283756,NASA_USDA_SMAP_SM20170412_20170414,2017-04-12 12:00:00
248,1492257600000,42.28916302484547,NASA_USDA_SMAP_SM20170415_20170417,2017-04-15 12:00:00
249,1492516800000,38.01468481722819,NASA_USDA_SMAP_SM20170418_20170420,2017-04-18 12:00:00
250,1492776000000,34.13910267319896,NASA_USDA_SMAP_SM20170421_20170423,2017-04-21 12:00:00
251,1493035200000,32.30857548250998,NASA_USDA_SMAP_SM20170424_20170426,2017-04-24 12:00:00
252,1493294400000,34.494438898541866,NASA_USDA_SMAP_SM20170427_20170429,2017-04-27 12:00:00
253,1493553600000,30.79498390464441,NASA_USDA_SMAP_SM20170430_20170502,2017-04-30 12:00:00
254,1493812800000,28.414784372820765,NASA_USDA_SMAP_SM20170503_20170505,2017-05-03 12:00:00
255,1494072000000,29.89046167616905,NASA_USDA_SMAP_SM20170506_20170508,2017-05-06 12:00:00
256,1494331200000,59.93470826634262,NASA_USDA_SMAP_SM20170509_20170511,2017-05-09 12:00:00
257,1494590400000,35.2860567465699,NASA_USDA_SMAP_SM20170512_20170514,2017-05-12 12:00:00
258,1494849600000,31.93129492613484,NASA_USDA_SMAP_SM20170515_20170517,2017-05-15 12:00:00
259,1495108800000,30.06124798113119,NASA_USDA_SMAP_SM20170518_20170520,2017-05-18 12:00:00
260,1495368000000,27.376994884505365,NASA_USDA_SMAP_SM20170521_20170523,2017-05-21 12:00:00
261,1495627200000,26.27266968191505,NASA_USDA_SMAP_SM20170524_20170526,2017-05-24 12:00:00
262,1495886400000,25.977400018736162,NASA_USDA_SMAP_SM20170527_20170529,2017-05-27 12:00:00
263,1496145600000,46.66411804085342,NASA_USDA_SMAP_SM20170530_20170601,2017-05-30 12:00:00
264,1496404800000,37.638814045075264,NASA_USDA_SMAP_SM20170602_20170604,2017-06-02 12:00:00
265,1496664000000,35.11667217165368,NASA_USDA_SMAP_SM20170605_20170607,2017-06-05 12:00:00
266,1496923200000,33.89574601719587,NASA_USDA_SMAP_SM20170608_20170610,2017-06-08 12:00:00
